pitch,yaw,roll
0.0,0.0,0.0
0.7207207207207207,1.0810810810810811,1.4414414414414414
1.4414414414414414,2.1621621621621623,2.8828828828828827
2.1621621621621623,3.2432432432432434,4.324324324324325
2.8828828828828827,4.324324324324325,5.7657657657657655
3.603603603603603,5.405405405405405,7.207207207207206
4.324324324324325,6.486486486486487,8.64864864864865
5.045045045045045,7.567567567567568,10.09009009009009
5.7657657657657655,8.64864864864865,11.531531531531531
6.486486486486486,9.72972972972973,12.972972972972972
7.207207207207206,10.81081081081081,14.414414414414413
7.927927927927928,11.891891891891893,15.855855855855856
8.64864864864865,12.972972972972974,17.2972972972973
9.36936936936937,14.054054054054054,18.73873873873874
10.09009009009009,15.135135135135137,20.18018018018018
10.81081081081081,16.216216216216218,21.62162162162162
11.531531531531531,17.2972972972973,23.063063063063062
12.252252252252251,18.37837837837838,24.504504504504503
12.972972972972972,19.45945945945946,25.945945945945944
13.693693693693692,20.54054054054054,27.387387387387385
14.414414414414413,21.62162162162162,28.828828828828826
15.135135135135135,22.702702702702705,30.27027027027027
15.855855855855856,23.783783783783786,31.71171171171171
16.576576576576574,24.864864864864867,33.15315315315315
17.2972972972973,25.945945945945947,34.5945945945946
18.01801801801802,27.027027027027028,36.03603603603604
18.73873873873874,28.10810810810811,37.47747747747748
19.45945945945946,29.18918918918919,38.91891891891892
20.18018018018018,30.270270270270274,40.36036036036036
20.9009009009009,31.351351351351354,41.8018018018018
21.62162162162162,32.432432432432435,43.24324324324324
22.34234234234234,33.513513513513516,44.68468468468468
23.063063063063062,34.5945945945946,46.126126126126124
23.783783783783782,35.67567567567568,47.567567567567565
24.504504504504503,36.75675675675676,49.009009009009006
25.225225225225223,37.83783783783784,50.45045045045045
25.945945945945944,38.91891891891892,51.89189189189189
26.666666666666664,40.0,53.33333333333333
27.387387387387385,41.08108108108108,54.77477477477477
28.108108108108105,42.16216216216216,56.21621621621621
28.828828828828826,43.24324324324324,57.65765765765765
29.54954954954955,44.32432432432433,59.0990990990991
30.27027027027027,45.40540540540541,60.54054054054054
30.99099099099099,46.48648648648649,61.98198198198198
31.71171171171171,47.56756756756757,63.42342342342342
32.43243243243243,48.64864864864865,64.86486486486486
33.15315315315315,49.72972972972973,66.3063063063063
33.87387387387387,50.810810810810814,67.74774774774774
34.5945945945946,51.891891891891895,69.1891891891892
35.31531531531532,52.972972972972975,70.63063063063063
36.03603603603604,54.054054054054056,72.07207207207207
36.75675675675676,55.13513513513514,73.51351351351352
37.47747747747748,56.21621621621622,74.95495495495496
38.1981981981982,57.2972972972973,76.3963963963964
38.91891891891892,58.37837837837838,77.83783783783784
39.63963963963964,59.45945945945946,79.27927927927928
40.36036036036036,60.54054054054055,80.72072072072072
41.08108108108108,61.62162162162163,82.16216216216216
41.8018018018018,62.70270270270271,83.6036036036036
42.52252252252252,63.78378378378379,85.04504504504504
43.24324324324324,64.86486486486487,86.48648648648648
43.96396396396396,65.94594594594595,87.92792792792793
